"8152","95589","10012","74",
"3630","93293","10064","65",
"8867","57200","10086","9",
"5834","92884","10096","30",
"5591","28771","10034","57",
"4320","31268","10045","93",
"8295","72168","10071","78",
"4552","78076","10048","4",
"2441","57674","10082","27",
"826","19463","10072","100",
"2789","96888","10049","50",
"1411","58964","10026","82",
"1022","19594","10065","10",
"4865","75617","10029","27",
"7764","49342","10044","15",
"6498","52604","10076","87",
"7945","79349","10098","92",
"5019","86493","10028","87",
"1459","53171","10004","25",
"6828","18101","10074","27",
"7398","15073","10054","55",
"4324","29945","10080","79",
"4597","23633","10046","82",
"2583","81609","10040","68",
"4845","37795","10085","16",
"1483","60358","10047","42",
"230","12912","10095","63",
"5532","87135","10095","19",
"883","91100","10039","46",
"8343","16475","10033","7",
"9068","17050","10031","98",
"3477","70418","10001","99",
"8657","26268","10047","63",
"5853","89532","10024","16",
"4652","23603","10045","33",
"1751","49309","10040","59",
"2847","61464","10026","73",
"6137","29883","10075","43",
"9013","82080","10089","57",
"3614","81288","10078","58",
"9773","47198","10095","16",
"6900","19115","10086","9",
"9024","71957","10023","28",
"24","23977","10068","75",
"5451","51902","10004","3",
"1218","24593","10001","12",
"8468","82363","10071","77",
"1506","37504","10041","68",
"5512","69594","10069","97",
"2366","14178","10026","77",
"1817","82561","10000","1",
"4643","55449","10007","41",
"7228","16499","10086","4",
"1323","43690","10098","91",
"6960","19399","10041","70",
"7564","28199","10029","4",
"9967","68967","10098","99",
"7911","88421","10011","6",
"5545","93729","10082","98",
"6969","79289","10061","17",
"2092","53888","10014","23",
"1202","40615","10100","76",
"1587","80319","10000","82",
"4023","86819","10072","89",
"8609","64529","10003","83",
"9346","32599","10091","44",
"4562","59861","10017","84",
"3915","49866","10027","39",
"5603","65445","10061","22",
"7408","95213","10060","25",
"5405","89233","10037","40",
"4955","68890","10042","53",
"6421","32049","10036","19",
"7520","99163","10078","73",
"3239","31492","10094","11",
"8010","13599","10050","38",
"6555","21910","10003","72",
"9629","26027","10098","18",
"9895","58509","10064","42",
"3166","26135","10012","1",
"2487","35194","10066","32",
"2590","47491","10036","95",
"8141","15620","10056","92",
"9407","18423","10039","76",
"8312","31512","10040","57",
"8623","81219","10055","1",
"6684","59334","10052","62",
"8496","43486","10030","15",
"6718","79863","10017","28",
"5212","31793","10089","77",
"221","65414","10051","96",
"654","94062","10038","87",
"2465","19918","10078","100",
"9231","76495","10087","29",
"9156","71591","10064","22",
"632","46663","10079","35",
"5337","32707","10008","92",
"1366","62293","10074","74",
"8538","86371","10015","87",
"6583","75232","10084","51",
"4605","84365","10009","16",
"9757","37893","10091","87",
"2971","53569","10019","96",
"3341","45101","10049","4",
"4164","62358","10080","93",
"8994","87760","10035","16",
"1658","40433","10052","52",
"9796","20260","10078","82",
"3636","48574","10045","10",
"6411","89897","10067","76",
"3003","32014","10084","52",
"8311","18362","10096","99",
"8420","71646","10057","39",
"4281","82907","10007","59",
"9454","23004","10051","70",
"8897","26554","10027","7",
"7066","94681","10027","76",
"6585","51206","10028","11",
"9464","75641","10093","42",
"6758","79252","10058","57",
"8884","19213","10083","64",
"5868","14194","10072","67",
"8676","42316","10096","26",
"1859","59384","10033","75",
"4623","97170","10008","52",
"2544","97582","10092","19",
"7429","20634","10049","78",
"8441","67969","10029","61",
"528","20875","10042","26",
"3407","49271","10030","87",
"2171","97294","10015","61",
"3674","35363","10039","13",
"223","87610","10067","20",
"9123","90375","10011","43",
"6833","35820","10091","69",
"1616","63052","10081","99",
"49","77977","10077","91",
"793","15835","10036","100",
"4155","68100","10060","3",
"8117","14950","10086","21",
"921","11767","10000","28",
"4521","98427","10077","25",
"1759","58640","10089","65",
"4092","64493","10077","86",
"7890","17284","10027","39",
"2846","48683","10074","36",
"4422","96001","10065","45",
"1331","27145","10075","50",
"9983","67613","10057","26",
"4603","62447","10047","89",
"5275","71758","10009","55",
"3513","61287","10016","70",
"1677","38242","10088","83",
"4748","77549","10056","45",
"4672","44732","10019","55",
"9002","63553","10026","38",
"3926","67557","10046","9",
"2086","40674","10061","43",
"3526","52965","10063","27",
"5098","14823","10010","13",
"2534","44129","10000","29",
"5025","13873","10000","52",
"6025","92151","10000","93",
"966","25422","10087","42",
"7907","92074","10058","42",
"7786","96956","10074","100",
"2582","46893","10072","82",
"6575","13163","10019","26",
"6715","56496","10070","55",
"9505","14945","10085","65",
"6953","99811","10031","26",
"4902","94337","10071","72",
"9731","74246","10091","36",
"8673","55930","10021","72",
"3867","51209","10037","8",
"9230","55361","10095","32",
"8091","58010","10019","68",
"476","79685","10100","88",
"3362","88929","10003","41",
"6941","22320","10031","21",
"4807","91654","10071","40",
"3612","65954","10094","57",
"9881","19195","10031","15",
"5295","44658","10036","51",
"1528","32696","10066","84",
"662","44406","10085","9",
"5880","43828","10093","49",
"3121","50870","10019","64",
"8785","12975","10097","11",
"237","88740","10045","54",
"6863","83514","10078","13",
"6179","75642","10069","39",
"7354","55283","10078","6",
"4767","85132","10042","7",
"7006","74719","10019","21",
"2129","25958","10081","82",
"5889","85140","10005","96",
"1455","44234","10018","96",
"4800","25338","10009","18",
"7107","30056","10032","74",
"5811","86601","10039","26",
"6114","59718","10042","36",
"8476","56043","10020","82",
"6242","24583","10017","99",
"7213","16533","10022","26",
"4829","38060","10033","35",
"9702","15415","10060","98",
"5539","57076","10066","68",
"5508","99428","10031","73",
"9307","36220","10021","19",
"6364","27146","10036","92",
"9708","96588","10063","20",
"5789","95967","10071","74",
"1865","37310","10052","84",
"3959","99055","10083","88",
"1678","74718","10040","61",
"9642","90244","10044","81",
"2479","34306","10019","12",
"1567","26187","10000","50",
"2296","75883","10089","29",
"4407","63303","10013","20",
"781","60758","10011","61",
"2359","67097","10012","10",
"7842","82776","10041","32",
"3788","37577","10017","20",
"4145","23199","10000","65",
"1510","94959","10098","72",
"4190","74831","10017","4",
"1473","46605","10036","8",
"4697","19236","10021","94",
"4593","14683","10039","43",
"1593","42791","10065","49",
"675","36257","10024","91",
"1992","37330","10077","97",
"8610","41711","10089","12",
"4667","58348","10097","37",
"1529","30811","10056","74",
"2263","16047","10048","7",
"5224","84282","10054","77",
"2209","43578","10011","16",
"4218","99278","10010","15",
"8089","34783","10016","69",
"1806","91023","10052","24",
"4928","89428","10078","99",
"1142","30686","10021","74",
"3995","83072","10007","87",
"9797","86487","10069","92",
"6840","74631","10066","67",
"8912","38141","10023","67",
"4895","85129","10003","29",
"3751","99109","10001","10",
"2088","47657","10028","58",
"4160","71265","10060","87",
"5716","85651","10062","5",
"3610","25811","10089","19",
"2044","12126","10050","51",
"876","19442","10074","36",
"9093","77813","10051","88",
"2553","94730","10018","22",
"3376","32534","10015","38",
"3115","82452","10082","91",
"553","29114","10093","27",
"5108","40649","10000","29",
"9758","15470","10049","3",
"2246","24368","10027","17",
"4357","75694","10069","24",
"5531","58330","10098","61",
"3740","34227","10062","22",
"5184","54233","10019","50",
"9678","66734","10086","6",
"7641","56846","10033","33",
"8686","98493","10095","55",
"5825","68004","10072","34",
"3144","52370","10000","57",
"8869","10281","10030","52",
"7304","24622","10031","60",
"2115","47219","10081","29",
"8998","74163","10079","37",
"3028","37766","10018","91",
"650","10118","10007","98",
"5995","70055","10065","44",
"6685","68282","10035","23",
"3251","86622","10083","51",
"5883","92447","10012","40",
"7638","82474","10037","90",
"914","80103","10050","93",
"3501","52213","10084","83",
"5755","39435","10040","48",
"6732","41846","10082","11",
"8387","11091","10027","73",
"9858","44610","10051","52",
"5334","69794","10001","11",
"5172","31555","10005","85",
"7603","49728","10093","92",
"4974","77799","10095","53",
"2065","59883","10055","70",
"1407","52169","10097","40",
"8232","69267","10083","51",
"5992","86082","10073","28",
"3383","87123","10055","81",
"5821","89719","10048","47",
"1929","63491","10087","75",
"2869","48633","10091","38",
"8779","51569","10019","45",
"4878","25140","10063","40",
"3880","39343","10072","64",
"8745","65358","10093","18",
"1175","41674","10057","94",
"2234","42207","10055","84",
"342","92968","10020","81",
"3620","70181","10038","41",
"1243","30167","10004","67",
"2654","67625","10026","56",
"5654","90949","10075","28",
"7227","71648","10039","29",
"1531","91314","10018","94",
"7405","90104","10098","24",
"31","67978","10017","27",
"5141","12881","10024","67",
"3048","99519","10000","41",
"3789","20697","10064","54",
"5792","44521","10007","74",
"3205","25520","10092","100",
"6124","58452","10028","88",
"4879","13038","10093","11",
"1937","90702","10072","70",
"3792","65559","10085","39",
"9032","35149","10008","8",
"6215","27101","10027","99",
"4229","40447","10030","40",
"9103","24432","10085","63",
"6962","84048","10032","19",
"3527","97231","10082","86",
"6841","12837","10033","62",
"3917","86190","10065","94",
"1335","56203","10093","33",
"9026","62483","10050","3",
"6696","24086","10072","49",
"4491","76792","10050","17",
"1967","19462","10048","49",
"6849","87316","10033","61",
"7609","50119","10067","4",
"7903","21620","10085","73",
"7017","24702","10084","8",
"3391","18493","10099","54",
"3832","94920","10088","58",
"7510","69976","10011","44",
"3165","91703","10077","39",
"1067","39767","10092","37",
"5412","87068","10012","94",
"5554","64531","10095","89",
"3790","88750","10094","20",
"7324","26800","10012","91",
"2830","45554","10030","93",
"8838","83744","10084","52",
"1636","21254","10083","56",
"9970","60779","10100","72",
"4333","13894","10008","46",
"4763","48109","10083","11",
"6713","10035","10069","64",
"6539","48928","10043","78",
"4437","77835","10007","26",
"198","92296","10042","99",
"5051","46396","10027","60",
"9223","33477","10033","90",
"6256","57608","10047","22",
"2149","53959","10072","24",
"8891","69672","10008","73",
"5040","91104","10051","13",
"7215","65066","10059","22",
"91","61370","10098","86",
"6120","94920","10066","8",
"1332","95055","10009","52",
"3066","19531","10089","34",
"7791","62316","10019","28",
"8215","23808","10068","27",
"4772","80224","10024","75",
"8720","93633","10053","14",
"8541","79421","10019","64",
"5010","25893","10005","23",
"5648","90998","10041","33",
"5246","98021","10029","82",
"1361","63985","10059","52",
"2878","43226","10098","25",
"975","30284","10077","83",
"3023","41852","10051","77",
"3355","79797","10085","28",
"2452","71941","10069","7",
"6443","41821","10064","80",
"9295","94003","10090","40",
"7794","43328","10074","3",
"4308","80871","10066","38",
"406","31978","10037","66",
"4116","27276","10031","71",
"9151","51243","10000","82",
"8863","59276","10095","91",
"9294","47222","10066","97",
"1400","32456","10048","87",
"6342","49501","10006","93",
"7887","81333","10040","62",
"9053","75012","10076","68",
"8435","49539","10011","80",
"7164","20560","10029","54",
"9695","93554","10018","73",
"5386","97103","10080","11",
"2864","95384","10071","10",
"5125","21463","10006","65",
"9022","46888","10083","4",
"433","76987","10055","70",
"2168","79264","10059","46",
"4207","87808","10018","14",
"446","76616","10005","37",
"1851","93541","10046","6",
"2701","85428","10054","8",
"8662","38149","10003","31",
"3136","36886","10031","79",
"8585","31633","10088","76",
"6029","78022","10096","12",
"6709","15286","10000","59",
"2899","34240","10027","27",
"3735","90850","10092","65",
"4703","58372","10006","83",
"2471","91992","10088","91",
"9860","55975","10017","83",
"6550","58076","10010","27",
"2612","31613","10083","62",
"5279","80534","10050","4",
"4246","78794","10004","73",
"6046","45220","10031","93",
"5630","11521","10059","30",
"643","51379","10026","100",
"5259","91410","10086","60",
"4851","42200","10009","12",
"5111","39975","10087","29",
"8303","57598","10047","28",
"4533","98316","10081","86",
"8671","73421","10018","34",
"3644","61695","10073","85",
"9270","81083","10005","76",
"1581","42217","10062","11",
"7083","63638","10067","7",
"7352","73190","10076","13",
"7166","84366","10013","66",
"5400","89954","10004","66",
"1641","40951","10001","76",
"4035","54539","10001","74",
"6554","32279","10080","45",
"2825","83458","10096","48",
"5139","65810","10095","79",
"9759","84887","10031","22",
"1630","99868","10030","29",
"7275","59019","10092","48",
"1443","48418","10100","34",
"6192","28575","10012","6",
"4231","99970","10065","16",
"6723","55998","10039","47",
"5559","85675","10013","90",
"2818","87273","10014","34",
"6452","69687","10078","11",
"6143","88378","10019","14",
"216","13918","10027","66",
"7891","57046","10058","62",
"1064","35742","10032","30",
"2031","47580","10086","41",
"1192","20827","10022","86",
"8870","98474","10050","97",
"7629","34876","10080","38",
"8377","10797","10044","32",
"9119","47318","10002","81",
"9361","49162","10048","55",
"2166","41461","10082","82",
"1495","48472","10079","73",
"797","28914","10094","14",
"7219","42250","10076","2",
"9743","79646","10079","93",
"457","70094","10076","87",
"1402","49065","10014","84",
"1391","15743","10069","71",
"5435","33579","10087","38",
"8016","70029","10092","51",
"6857","77247","10069","51",
"9652","53927","10024","57",
"7339","56752","10072","73",
"3304","72215","10089","51",
"7998","73431","10020","94",
"8757","82842","10041","32",
"1076","44094","10082","97",
"7115","11619","10068","68",
"8095","65782","10049","30",
"8703","12140","10065","13",
"3693","81255","10053","50",
"9640","48607","10026","83",
"3775","97671","10041","82",
"8664","31967","10035","60",
"9528","28878","10084","58",
"8410","50461","10096","13",
"9104","49020","10044","70",
"2027","78487","10042","30",
"6167","60630","10091","36",
"9078","35552","10039","18",
"1976","24322","10028","9",
"3223","48895","10079","5",
"6695","52801","10090","9",
"3282","99317","10002","68",
"5639","37080","10052","43",
"2896","23658","10088","56",
"3209","73166","10053","99",
"9563","81449","10049","2",
"3364","30496","10003","47",
"6450","60661","10011","99",
"5805","86546","10031","91",
"8882","30709","10016","84",
"3147","69771","10031","47",
"6991","55391","10095","29",
"1375","93285","10042","64",
"28","98365","10022","72",
"3021","77601","10025","42",
"7116","67020","10047","62",
"5953","65639","10055","13",
"9225","54417","10002","72",
"6102","24108","10041","38",
"9679","26773","10075","1",
"6949","66096","10008","50",
"4502","32439","10041","13",
"1974","46403","10001","60",
"1145","22263","10075","97",
"6700","11832","10024","74",
"6967","43580","10082","26",
"4297","62503","10077","68",
"5230","69025","10029","96",
"5797","74626","10085","6",
"318","94947","10068","69",
"1914","59094","10066","50",
"7995","90809","10093","17",
"6290","74991","10075","62",
"3262","37677","10098","93",
"7886","82838","10016","48",
"6596","69140","10089","15",
"3856","23673","10099","3",
"7397","98884","10092","17",
"3729","53622","10006","62",
"2679","86593","10019","37",
"6764","11221","10038","98",
"8844","79758","10047","52",
"9178","71958","10081","96",
"4572","26615","10016","68",
"865","85870","10057","83",
"808","30953","10017","59",
"2182","24617","10003","87",
"353","37434","10027","44",
"5222","95133","10074","43",
"447","26185","10017","5",
"1002","77076","10069","45",
"2416","51693","10082","4",
"4873","28535","10031","87",
"2049","85660","10046","8",
"1166","51792","10032","1",
"5592","47735","10047","84",
"1254","84730","10080","58",
"8289","17340","10020","15",
"2655","10257","10007","57",
"530","17929","10092","41",
"4622","63517","10019","93",
"1966","12875","10098","40",
"6064","77064","10038","41",
"1958","16720","10082","100",
"1356","35969","10017","47",
"8546","81075","10070","60",
"8123","72291","10094","80",
"4499","39927","10015","83",
"2485","22841","10007","51",
"2046","50317","10041","85",
"4720","93677","10082","46",
"7169","80538","10085","23",
"434","12609","10037","43",
"7311","21038","10015","46",
"5394","67242","10021","35",
"6094","48727","10098","63",
"1430","36987","10098","46",
"9706","44532","10092","91",
"2230","26786","10088","73",
"9003","96573","10019","79",
"4699","20193","10094","56",
"423","94565","10091","62",
"4673","42004","10050","74",
"3767","71784","10068","79",
"63","21384","10093","29",
"2932","65966","10026","5",
"1942","93082","10035","72",
"4305","49114","10052","93",
"489","70448","10016","72",
"4349","86488","10056","73",
"615","74382","10048","78",
"2788","33932","10045","95",
"59","76119","10058","11",
"1444","65849","10027","1",
"3141","81454","10023","12",
"896","89046","10074","82",
"4921","15973","10092","54",
"7835","11787","10017","14",
"7047","54894","10006","80",
"83","90684","10010","25",
"3883","47917","10088","89",
"647","66181","10093","69",
"284","40766","10008","21",
"5689","96197","10062","78",
"702","50906","10074","1",
"1951","25784","10078","3",
"764","41383","10021","34",
"1577","97237","10002","94",
"2762","58456","10087","89",
"5059","55221","10010","4",
"7694","66601","10072","53",
"7806","87434","10002","63",
"8723","43889","10073","49",
"676","29345","10011","28",
"9600","67773","10097","41",
"6106","23970","10043","36",
"2734","97754","10067","35",
"6574","80452","10056","84",
"2322","13183","10071","47",
"9203","38740","10077","36",
"7627","46968","10016","70",
"1748","55811","10016","60",
"3082","40489","10018","36",
"8958","28613","10022","79",
"490","26058","10000","81",
"9790","59848","10015","49",
"168","93138","10026","6",
"6781","97089","10010","12",
"4915","10079","10041","68",
"2559","15019","10022","12",
"7760","88814","10018","26",
"1695","77742","10058","64",
"7382","87614","10091","71",
"8050","40824","10018","2",
"338","32454","10001","45",
"9159","58350","10016","53",
"3850","68603","10049","1",
"9754","48954","10053","76",
